concept,symbol
Gene_7100,TLR5
Gene_7101,NR2E1
Gene_7102,TSPAN7
Gene_7103,TSPAN8
Gene_7104,TM4SF4
Gene_7105,TSPAN6
Gene_7106,TSPAN4
Gene_7107,GPR137B
Gene_7108,TM7SF2
Gene_7109,TRAPPC10
Gene_7110,TMF1
Gene_7111,TMOD1
Gene_7112,TMPO
Gene_7113,TMPRSS2
Gene_7114,TMSB4X
Gene_7122,CLDN5
Gene_7123,CLEC3B
Gene_7124,TNF
Gene_7125,TNNC2
Gene_7126,TNFAIP1
Gene_7127,TNFAIP2
Gene_7128,TNFAIP3
Gene_7130,TNFAIP6
Gene_7132,TNFRSF1A
Gene_7133,TNFRSF1B
Gene_7134,TNNC1
Gene_7135,TNNI1
Gene_7136,TNNI2
Gene_7137,TNNI3
Gene_7138,TNNT1
Gene_7139,TNNT2
Gene_7140,TNNT3
Gene_7141,TNP1
Gene_7142,TNP2
Gene_7143,TNR
Gene_7145,TNS1
Gene_7148,TNXB
Gene_7150,TOP1
Gene_7153,TOP2A
Gene_7155,TOP2B
Gene_7156,TOP3A
Gene_7157,TP53
Gene_7158,TP53BP1
Gene_7159,TP53BP2
Gene_7161,TP73
Gene_7162,TPBG
Gene_7163,TPD52
Gene_7164,TPD52L1
Gene_7165,TPD52L2
Gene_7166,TPH1
Gene_7167,TPI1
Gene_7168,TPM1
Gene_7169,TPM2
Gene_7170,TPM3
Gene_7171,TPM4
Gene_7172,TPMT
Gene_7173,TPO
Gene_7174,TPP2
Gene_7175,TPR
Gene_7177,TPSAB1
Gene_7178,TPT1
Gene_7179,TPTE
Gene_7180,CRISP2
Gene_7181,NR2C1
Gene_7182,NR2C2
Gene_7184,HSP90B1
Gene_7185,TRAF1
Gene_7186,TRAF2
Gene_7187,TRAF3
Gene_7188,TRAF5
Gene_7189,TRAF6
Gene_7200,TRH
Gene_7201,TRHR
Gene_7203,CCT3
Gene_7204,TRIO
Gene_7205,TRIP6
Gene_7216,TRO
Gene_7220,TRPC1
Gene_7222,TRPC3
Gene_7223,TRPC4
Gene_7224,TRPC5
Gene_7225,TRPC6
Gene_7226,TRPM2
Gene_7227,TRPS1
Gene_7247,TSN
Gene_7248,TSC1
Gene_7249,TSC2
Gene_7251,TSG101
Gene_7252,TSHB
Gene_7253,TSHR
Gene_7257,TSNAX
Gene_7258,TSPY1
Gene_7259,TSPYL1
Gene_7260,EIPR1
Gene_7262,PHLDA2
Gene_7263,TST
Gene_7264,GFUS
Gene_7265,TTC1
Gene_7266,DNAJC7
Gene_7267,TTC3
Gene_7268,TTC4
Gene_7270,TTF1
Gene_7272,TTK
Gene_7273,TTN
Gene_7274,TTPA
Gene_7275,TUB
Gene_7276,TTR
Gene_7277,TUBA4A
Gene_7278,TUBA3C
Gene_7280,TUBB2A
Gene_7283,TUBG1
Gene_7284,TUFM
Gene_7286,TUFT1
Gene_7287,TULP1
Gene_7288,TULP2
Gene_7289,TULP3
Gene_7290,HIRA
Gene_7291,TWIST1
Gene_7292,TNFSF4
Gene_7293,TNFRSF4
Gene_7294,TXK
Gene_7295,TXN
Gene_7296,TXNRD1
Gene_7297,TYK2
Gene_7298,TYMS
Gene_7299,TYR
Gene_7301,TYRO3
Gene_7305,TYROBP
Gene_7306,TYRP1
Gene_7307,U2AF1
Gene_7311,UBA52
Gene_7314,UBB
Gene_7316,UBC
Gene_7317,UBA1
Gene_7318,UBA7
Gene_7319,UBE2A
Gene_7320,UBE2B
Gene_7321,UBE2D1
Gene_7322,UBE2D2
Gene_7323,UBE2D3
Gene_7324,UBE2E1
Gene_7325,UBE2E2
Gene_7326,UBE2G1
Gene_7327,UBE2G2
Gene_7328,UBE2H
Gene_7329,UBE2I
Gene_7332,UBE2L3
Gene_7334,UBE2N
Gene_7335,UBE2V1
Gene_7336,UBE2V2
Gene_7337,UBE3A
Gene_7341,SUMO1
Gene_7342,UBP1
Gene_7343,UBTF
Gene_7345,UCHL1
Gene_7347,UCHL3
Gene_7348,UPK1B
Gene_7349,UCN
Gene_7350,UCP1
Gene_7351,UCP2
Gene_7352,UCP3
Gene_7353,UFD1
Gene_7355,SLC35A2
Gene_7356,SCGB1A1
Gene_7357,UGCG
Gene_7358,UGDH
Gene_7360,UGP2
Gene_7363,UGT2B4
Gene_7364,UGT2B7
Gene_7365,UGT2B10
Gene_7366,UGT2B15
Gene_7367,UGT2B17
Gene_7368,UGT8
Gene_7369,UMOD
Gene_7371,UCK2
Gene_7372,UMPS
Gene_7373,COL14A1
Gene_7374,UNG
Gene_7375,USP4
Gene_7376,NR1H2
Gene_7378,UPP1
Gene_7379,UPK2
Gene_7380,UPK3A
Gene_7381,UQCRB
Gene_7384,UQCRC1
Gene_7385,UQCRC2
Gene_7386,UQCRFS1
Gene_7388,UQCRH
Gene_7389,UROD
Gene_7390,UROS
Gene_7391,USF1
Gene_7392,USF2
Gene_7398,USP1
Gene_7399,USH2A
Gene_7401,CLRN1
Gene_7402,UTRN
Gene_7403,KDM6A
Gene_7404,UTY
Gene_7405,UVRAG
Gene_7407,VARS1
Gene_7408,VASP
Gene_7409,VAV1
Gene_7410,VAV2
Gene_7411,VBP1
Gene_7412,VCAM1
Gene_7414,VCL
Gene_7415,VCP
Gene_7416,VDAC1
Gene_7417,VDAC2
Gene_7419,VDAC3
Gene_7421,VDR
Gene_7422,VEGFA
Gene_7423,VEGFB
Gene_7424,VEGFC
Gene_7425,VGF
Gene_7428,VHL
Gene_7429,VIL1
Gene_7430,EZR
Gene_7431,VIM
Gene_7432,VIP
Gene_7433,VIPR1
Gene_7434,VIPR2
Gene_7436,VLDLR
Gene_7439,BEST1
Gene_7441,VPREB1
Gene_7442,TRPV1
Gene_7443,VRK1
Gene_7444,VRK2
Gene_7447,VSNL1
Gene_7448,VTN
Gene_7450,VWF
Gene_7453,WARS1
Gene_7454,WAS
Gene_7455,ZAN
Gene_7456,WIPF1
Gene_7458,EIF4H
Gene_7461,CLIP2
Gene_7462,LAT2
Gene_7464,CORO2A
Gene_7465,WEE1
Gene_7466,WFS1
Gene_7468,NSD2
Gene_7469,NELFA
Gene_7471,WNT1
Gene_7472,WNT2
Gene_7473,WNT3
Gene_7474,WNT5A
Gene_7475,WNT6
Gene_7476,WNT7A
Gene_7477,WNT7B
Gene_7478,WNT8A
Gene_7479,WNT8B
Gene_7480,WNT10B
Gene_7481,WNT11
Gene_7482,WNT2B
Gene_7483,WNT9A
Gene_7484,WNT9B
Gene_7485,GET1
Gene_7486,WRN
Gene_7490,WT1
Gene_7494,XBP1
Gene_7498,XDH
Gene_7499,XG
Gene_7504,XK
Gene_7507,XPA
Gene_7508,XPC
Gene_7511,XPNPEP1
Gene_7512,XPNPEP2
Gene_7514,XPO1
Gene_7515,XRCC1
Gene_7516,XRCC2
Gene_7517,XRCC3
Gene_7518,XRCC4
Gene_7520,XRCC5
Gene_7525,YES1
Gene_7528,YY1
Gene_7529,YWHAB
Gene_7531,YWHAE
Gene_7532,YWHAG
Gene_7533,YWHAH
Gene_7534,YWHAZ
Gene_7535,ZAP70
Gene_7536,SF1
Gene_7538,ZFP36
Gene_7539,ZFP37
Gene_7541,ZBTB14
Gene_7542,ZFPL1
Gene_7543,ZFX
Gene_7544,ZFY
Gene_7545,ZIC1
Gene_7546,ZIC2
Gene_7547,ZIC3
Gene_7549,ZNF2
Gene_7551,ZNF3
Gene_7552,ZNF711
Gene_7553,ZNF7
Gene_7554,ZNF8
Gene_7555,CNBP
Gene_7556,ZNF10
Gene_7559,ZNF12
Gene_7561,ZNF14
Gene_7562,ZNF708
Gene_7564,ZNF16
Gene_7565,ZNF17
Gene_7566,ZNF18
Gene_7567,ZNF19
Gene_7568,ZNF20
Gene_7569,ZNF182
Gene_7570,ZNF22
Gene_7571,ZNF23
Gene_7572,ZNF24
Gene_7574,ZNF26
Gene_7576,ZNF28
Gene_7579,ZSCAN20
Gene_7580,ZNF32
Gene_7581,ZNF33A
Gene_7582,ZNF33B
Gene_7584,ZNF35
Gene_7586,ZKSCAN1
Gene_7587,ZNF37A
Gene_7589,ZSCAN21
Gene_7592,ZNF41
Gene_7593,MZF1
Gene_7594,ZNF43
Gene_7596,ZNF45
Gene_7597,ZBTB25
Gene_7620,ZNF69
Gene_7621,ZNF70
Gene_7625,ZNF74
Gene_7626,ZNF75D
Gene_7629,ZNF76
Gene_7633,ZNF79
Gene_7634,ZNF80
Gene_7637,ZNF84
Gene_7639,ZNF85
Gene_7643,ZNF90
Gene_7644,ZNF91
Gene_7673,ZNF222
Gene_7675,ZNF121
Gene_7678,ZNF124
Gene_7681,MKRN3
Gene_7690,ZNF131
Gene_7691,ZNF132
Gene_7692,ZNF133
Gene_7693,ZNF134
Gene_7694,ZNF135
Gene_7699,ZNF140
Gene_7700,ZNF141
Gene_7701,ZNF142
Gene_7702,ZNF143
Gene_7703,PCGF2
Gene_7704,ZBTB16
Gene_7705,ZNF146
Gene_7706,TRIM25
Gene_7707,ZNF148
Gene_7709,ZBTB17
Gene_7710,ZNF154
Gene_7712,ZNF157
Gene_7716,VEZF1
Gene_7718,ZNF165
Gene_7726,TRIM26
Gene_7727,ZNF174
Gene_7728,ZNF175
Gene_7730,ZNF177
Gene_7732,RNF112
Gene_7737,RNF113A
Gene_7738,ZNF184
Gene_7739,ZNF185
Gene_7741,ZSCAN26
Gene_7743,ZNF189
Gene_7745,ZKSCAN8
Gene_7746,ZSCAN9
Gene_7748,ZNF195
Gene_7750,ZMYM2
Gene_7752,ZNF200
Gene_7753,ZNF202
Gene_7755,ZNF205
Gene_7756,ZNF207
Gene_7757,ZNF208
Gene_7760,ZNF213
Gene_7761,ZNF214
Gene_7762,ZNF215
Gene_7763,ZFAND5
Gene_7764,ZNF217
Gene_7766,ZNF223
Gene_7767,ZNF224
Gene_7773,ZNF230
Gene_7775,ZNF232
Gene_7776,ZNF236
Gene_7779,SLC30A1
Gene_7780,SLC30A2
Gene_7781,SLC30A3
Gene_7782,SLC30A4
Gene_7783,ZP2
Gene_7784,ZP3
Gene_7786,MAP3K12
Gene_7789,ZXDA
Gene_7791,ZYX
Gene_7798,LUZP1
Gene_7799,PRDM2
Gene_7802,DNALI1
Gene_7803,PTP4A1
Gene_7804,LRP8
Gene_7805,LAPTM5
Gene_7809,BSND
Gene_7812,CSDE1
Gene_7813,EVI5
Gene_7818,DAP3
Gene_7827,NPHS2
Gene_7832,BTG2
Gene_7837,PXDN
Gene_7840,ALMS1
Gene_7841,MOGS
Gene_7844,RNF103
Gene_7846,TUBA1A
Gene_7849,PAX8
Gene_7850,IL1R2
Gene_7851,MALL
Gene_7852,CXCR4
Gene_7855,FZD5
Gene_7857,SCG2
Gene_7862,BRPF1
Gene_7866,IFRD2
Gene_7867,MAPKAPK3
Gene_7869,SEMA3B
Gene_7871,SLMAP
Gene_7873,MANF
Gene_7874,USP7
Gene_7879,RAB7A
Gene_7881,KCNAB1
Gene_7884,SLBP
Gene_7903,ST8SIA4
Gene_7905,REEP5
Gene_7913,DEK
Gene_7915,ALDH5A1
Gene_7916,PRRC2A
Gene_7917,BAG6
Gene_7918,GPANK1
Gene_7919,DDX39B
Gene_7920,ABHD16A
Gene_7922,SLC39A7
Gene_7923,HSD17B8
Gene_7932,OR2H2
Gene_7936,NELFE
Gene_7940,LST1
Gene_7941,PLA2G7
Gene_7942,TFEB
Gene_7957,EPM2A
Gene_7965,AIMP2
Gene_7975,MAFK
Gene_7976,FZD3
Gene_7978,MTERF1
Gene_7979,SEM1
Gene_7980,TFPI2
Gene_7982,ST7
Gene_7984,ARHGEF5
Gene_7991,TUSC3
Gene_7993,UBXN8
Gene_7994,KAT6A
Gene_8000,PSCA
Gene_8001,GLRA3
Gene_8013,NR4A3
Gene_8019,BRD3
Gene_8021,NUP214
Gene_8022,LHX3
Gene_8027,STAM
Gene_8028,MLLT10
Gene_8029,CUBN
Gene_8030,CCDC6
Gene_8031,NCOA4
Gene_8034,SLC25A16
Gene_8036,SHOC2
Gene_8038,ADAM12
Gene_8045,RASSF7
Gene_8048,CSRP3
Gene_8050,PDHX
Gene_8061,FOSL1
Gene_8065,CUL5
Gene_8073,PTP4A2
Gene_8074,FGF23
Gene_8076,MFAP5
Gene_8078,USP5
Gene_8079,MLF2
Gene_8082,SSPN
Gene_8085,KMT2D
Gene_8086,AAAS
Gene_8087,FXR1
Gene_8089,YEATS4
Gene_8091,HMGA2
Gene_8092,ALX1
Gene_8099,CDK2AP1
Gene_8100,IFT88
Gene_8106,PABPN1
Gene_8110,DPF3
Gene_8111,GPR68
Gene_8115,TCL1A
Gene_8120,AP3B2
Gene_8125,ANP32A
Gene_8128,ST8SIA2
Gene_8131,NPRL3
Gene_8139,GAN
Gene_8140,SLC7A5
Gene_8148,TAF15
Gene_8153,RND2
Gene_8161,COIL
Gene_8165,AKAP1
Gene_8170,SLC14A2
Gene_8174,MADCAM1
Gene_8175,SF3A2
Gene_8178,ELL
Gene_8187,ZNF239
Gene_8189,SYMPK
Gene_8190,MIA
Gene_8192,CLPP
Gene_8193,DPF1
Gene_8195,MKKS
Gene_8200,GDF5
Gene_8202,NCOA3
Gene_8204,NRIP1
Gene_8208,CHAF1B
Gene_8209,GATD3
Gene_8214,DGCR6
Gene_8216,LZTR1
Gene_8218,CLTCL1
Gene_8220,ESS2
Gene_8224,SYN3
Gene_8225,GTPBP6
Gene_8226,PUDP
Gene_8227,AKAP17A
Gene_8228,PNPLA4
Gene_8233,ZRSR2
Gene_8237,USP11
Gene_8239,USP9X
Gene_8241,RBM10
Gene_8242,KDM5C
Gene_8243,SMC1A
Gene_8260,NAA10
Gene_8263,F8A1
Gene_8266,UBL4A
Gene_8269,TMEM187
Gene_8270,LAGE3
Gene_8273,SLC10A3
Gene_8277,TKTL1
Gene_8284,KDM5D
Gene_8287,USP9Y
Gene_8288,EPX
Gene_8289,ARID1A
Gene_8290,H3-4
Gene_8291,DYSF
Gene_8292,COLQ
Gene_8293,SERF1A
Gene_8294,H4C9
Gene_8295,TRRAP
Gene_8301,PICALM
Gene_8302,KLRC4
Gene_8303,SNN
Gene_8309,ACOX2
Gene_8310,ACOX3
Gene_8312,AXIN1
Gene_8313,AXIN2
Gene_8314,BAP1
Gene_8315,BRAP
Gene_8317,CDC7
Gene_8318,CDC45
Gene_8320,EOMES
Gene_8321,FZD1
Gene_8322,FZD4
Gene_8323,FZD6
Gene_8324,FZD7
Gene_8325,FZD8
Gene_8326,FZD9
Gene_8328,GFI1B
Gene_8329,H2AC13
Gene_8331,H2AC14
Gene_8332,H2AC16
Gene_8334,H2AC6
Gene_8336,H2AC17
Gene_8337,H2AC18
Gene_8338,H2AC20
Gene_8339,H2BC8
Gene_8340,H2BC13
Gene_8341,H2BC15
Gene_8342,H2BC14
Gene_8343,H2BC7
Gene_8344,H2BC6
Gene_8345,H2BC9
Gene_8346,H2BC10
Gene_8347,H2BC4
Gene_8348,H2BC17
Gene_8349,H2BC21
Gene_8350,H3C1
Gene_8351,H3C4
Gene_8352,H3C3
Gene_8353,H3C6
Gene_8354,H3C11
Gene_8355,H3C8
Gene_8356,H3C12
Gene_8357,H3C10
Gene_8358,H3C2
Gene_8359,H4C1
Gene_8360,H4C4
Gene_8361,H4C6
Gene_8362,H4C12
Gene_8364,H4C3
Gene_8366,H4C2
Gene_8367,H4C5
Gene_8368,H4C13
Gene_8369,H4C7
Gene_8370,H4C14
Gene_8372,HYAL3
Gene_8379,MAD1L1
Gene_8382,NME5
Gene_8383,OR1A1
Gene_8386,OR1D5
Gene_8390,OR1G1
Gene_8394,PIP5K1A
Gene_8395,PIP5K1B
Gene_8396,PIP4K2B
Gene_8398,PLA2G6
Gene_8399,PLA2G10
Gene_8402,SLC25A11
Gene_8403,SOX14
Gene_8404,SPARCL1
Gene_8405,SPOP
Gene_8406,SRPX
Gene_8407,TAGLN2
Gene_8408,ULK1
Gene_8409,UXT
Gene_8411,EEA1
Gene_8412,BCAR3
Gene_8416,ANXA9
Gene_8417,STX7
Gene_8419,BFSP2
Gene_8424,BBOX1
Gene_8425,LTBP4
Gene_8427,ZNF282
Gene_8428,STK24
Gene_8431,NR0B2
Gene_8433,UTF1
Gene_8434,RECK
Gene_8435,SOAT2
Gene_8436,CAVIN2
Gene_8437,RASAL1
Gene_8438,RAD54L
Gene_8439,NSMAF
Gene_8440,NCK2
Gene_8443,GNPAT
Gene_8444,DYRK3
Gene_8445,DYRK2
Gene_8446,DUSP11
Gene_8447,DOC2B
Gene_8448,DOC2A
Gene_8449,DHX16
Gene_8450,CUL4B
Gene_8451,CUL4A
Gene_8452,CUL3
Gene_8453,CUL2
Gene_8454,CUL1
Gene_8455,ATRN
Gene_8456,FOXN1
Gene_8458,TTF2
Gene_8459,TPST2
Gene_8460,TPST1
Gene_8462,KLF11
Gene_8463,TEAD2
Gene_8464,SUPT3H
Gene_8467,SMARCA5
Gene_8468,FKBP6
Gene_8470,SORBS2
Gene_8471,IRS4
Gene_8473,OGT
Gene_8476,CDC42BPA
Gene_8477,GPR65
Gene_8479,HIRIP3
Gene_8480,RAE1
Gene_8481,OFD1
Gene_8482,SEMA7A
Gene_8483,CILP
Gene_8484,GALR3
Gene_8487,GEMIN2
Gene_8490,RGS5
Gene_8491,MAP4K3
Gene_8492,PRSS12
Gene_8493,PPM1D
Gene_8495,PPFIBP2
Gene_8496,PPFIBP1
Gene_8497,PPFIA4
Gene_8498,RANBP3
Gene_8499,PPFIA2
Gene_8500,PPFIA1
Gene_8501,SLC43A1
Gene_8502,PKP4
Gene_8503,PIK3R3
Gene_8504,PEX3
Gene_8505,PARG
Gene_8506,CNTNAP1
Gene_8507,ENC1
Gene_8508,NIPSNAP1
Gene_8509,NDST2
Gene_8510,MMP23B
Gene_8513,LIPF
Gene_8514,KCNAB2
Gene_8515,ITGA10
Gene_8516,ITGA8
Gene_8517,IKBKG
Gene_8518,ELP1
Gene_8519,IFITM1
Gene_8520,HAT1
Gene_8521,GCM1
Gene_8522,GAS7
Gene_8525,DGKZ
Gene_8526,DGKE
Gene_8527,DGKD
Gene_8528,DDO
Gene_8529,CYP4F2
Gene_8530,CST7
Gene_8531,YBX3
Gene_8532,CPZ
Gene_8533,COPS3
Gene_8534,CHST1
Gene_8535,CBX4
Gene_8536,CAMK1
Gene_8537,BCAS1
Gene_8538,BARX2
Gene_8539,API5
Gene_8540,AGPS
Gene_8541,PPFIA3
Gene_8542,APOL1
Gene_8543,LMO4
Gene_8544,PIR
Gene_8545,CGGBP1
Gene_8546,AP3B1
Gene_8547,FCN3
Gene_8548,BLZF1
Gene_8549,LGR5
Gene_8550,MAPKAPK5
Gene_8553,BHLHE40
Gene_8554,PIAS1
Gene_8555,CDC14B
Gene_8556,CDC14A
Gene_8557,TCAP
Gene_8558,CDK10
Gene_8559,PRPF18
Gene_8560,DEGS1
Gene_8562,DENR
Gene_8563,THOC5
Gene_8564,KMO
Gene_8565,YARS1
Gene_8566,PDXK
Gene_8567,MADD
Gene_8568,RRP1
Gene_8569,MKNK1
Gene_8570,KHSRP
Gene_8572,PDLIM4
Gene_8573,CASK
Gene_8574,AKR7A2
Gene_8575,PRKRA
Gene_8576,STK16
Gene_8577,TMEFF1
Gene_8578,SCARF1
Gene_8581,LY6D
Gene_8590,OR6A2
Gene_8600,TNFSF11
Gene_8601,RGS20
Gene_8602,NOP14
Gene_8603,FAM193A
Gene_8604,SLC25A12
Gene_8605,PLA2G4C
Gene_8607,RUVBL1
Gene_8608,RDH16
Gene_8609,KLF7
Gene_8611,PLPP1
Gene_8612,PLPP2
Gene_8613,PLPP3
Gene_8614,STC2
Gene_8615,USO1
Gene_8618,CADPS
Gene_8620,NPFF
Gene_8621,CDK13
Gene_8622,PDE8B
Gene_8623,ASMTL
Gene_8624,PSMG1
Gene_8625,RFXANK
Gene_8626,TP63
Gene_8629,JRK
Gene_8630,HSD17B6
Gene_8631,SKAP1
Gene_8632,DNAH17
Gene_8633,UNC5C
Gene_8634,RTCA
Gene_8635,RNASET2
Gene_8636,SSNA1
Gene_8637,EIF4EBP3
Gene_8638,OASL
Gene_8639,AOC3
Gene_8641,PCDHGB4
Gene_8642,DCHS1
Gene_8643,PTCH2
Gene_8644,AKR1C3
Gene_8645,KCNK5
Gene_8646,CHRD
Gene_8647,ABCB11
Gene_8648,NCOA1
Gene_8649,LAMTOR3
Gene_8650,NUMB
Gene_8651,SOCS1
Gene_8653,DDX3Y
Gene_8654,PDE5A
Gene_8655,DYNLL1
Gene_8658,TNKS
Gene_8659,ALDH4A1
Gene_8660,IRS2
Gene_8661,EIF3A
Gene_8662,EIF3B
Gene_8663,EIF3C
Gene_8664,EIF3D
Gene_8665,EIF3F
Gene_8666,EIF3G
Gene_8667,EIF3H
Gene_8668,EIF3I
Gene_8669,EIF3J
Gene_8671,SLC4A4
Gene_8672,EIF4G3
Gene_8673,VAMP8
Gene_8674,VAMP4
Gene_8675,STX16
Gene_8676,STX11
Gene_8677,STX10
Gene_8678,BECN1
Gene_8682,PEA15
Gene_8683,SRSF9
Gene_8685,MARCO
Gene_8687,KRT38
Gene_8688,KRT37
Gene_8689,KRT36
Gene_8690,JRKL
Gene_8692,HYAL2
Gene_8693,GALNT4
Gene_8694,DGAT1
Gene_8697,CDC23
Gene_8698,S1PR4
Gene_8701,DNAH11
Gene_8702,B4GALT4
Gene_8703,B4GALT3
Gene_8704,B4GALT2
Gene_8705,B3GALT4
Gene_8706,B3GALNT1
Gene_8707,B3GALT2
Gene_8708,B3GALT1
Gene_8710,SERPINB7
Gene_8711,TNK1
Gene_8712,PAGE1
Gene_8714,ABCC3
Gene_8715,NOL4
Gene_8717,TRADD
Gene_8718,TNFRSF25
Gene_8720,MBTPS1
Gene_8721,EDF1
Gene_8722,CTSF
Gene_8723,SNX4
Gene_8724,SNX3
Gene_8725,URI1
Gene_8726,EED
Gene_8727,CTNNAL1
Gene_8728,ADAM19
Gene_8729,GBF1
Gene_8731,RNMT
Gene_8732,RNGTT
Gene_8733,GPAA1
Gene_8735,MYH13
Gene_8736,MYOM1
Gene_8737,RIPK1
Gene_8738,CRADD
Gene_8739,HRK
Gene_8740,TNFSF14
Gene_8741,TNFSF13
Gene_8742,TNFSF12
Gene_8743,TNFSF10
Gene_8744,TNFSF9
Gene_8745,ADAM23
Gene_8747,ADAM21
Gene_8748,ADAM20
Gene_8749,ADAM18
Gene_8751,ADAM15
Gene_8754,ADAM9
Gene_8756,ADAM7
Gene_8760,CDS2
Gene_8761,PABPC4
Gene_8763,CD164
Gene_8764,TNFRSF14
Gene_8766,RAB11A
Gene_8767,RIPK2
Gene_8771,TNFRSF6B
Gene_8772,FADD
Gene_8773,SNAP23
Gene_8774,NAPG
Gene_8775,NAPA
Gene_8776,MTMR1
Gene_8777,MPDZ
Gene_8778,SIGLEC5
Gene_8780,RIOK3
Gene_8784,TNFRSF18
Gene_8785,MATN4
Gene_8786,RGS11
Gene_8787,RGS9
Gene_8788,DLK1
Gene_8789,FBP2
Gene_8790,FPGT
Gene_8792,TNFRSF11A
Gene_8793,TNFRSF10D
Gene_8794,TNFRSF10C
Gene_8795,TNFRSF10B
Gene_8796,SCEL
Gene_8797,TNFRSF10A
Gene_8798,DYRK4
Gene_8799,PEX11B
Gene_8800,PEX11A
Gene_8801,SUCLG2
Gene_8802,SUCLG1
Gene_8803,SUCLA2
Gene_8804,CREG1
Gene_8805,TRIM24
Gene_8807,IL18RAP
Gene_8808,IL1RL2
Gene_8809,IL18R1
Gene_8811,GALR2
Gene_8812,CCNK
Gene_8813,DPM1
Gene_8814,CDKL1
Gene_8815,BANF1
Gene_8817,FGF18
Gene_8818,DPM2
Gene_8819,SAP30
Gene_8820,HESX1
Gene_8821,INPP4B
Gene_8822,FGF17
Gene_8823,FGF16
Gene_8824,CES2
Gene_8825,LIN7A
Gene_8826,IQGAP1
Gene_8828,NRP2
Gene_8829,NRP1
Gene_8831,SYNGAP1
Gene_8832,CD84
Gene_8833,GMPS
Gene_8834,TMEM11
Gene_8835,SOCS2
Gene_8836,GGH
Gene_8837,CFLAR
Gene_8838,CCN6
Gene_8839,CCN5
Gene_8840,CCN4
Gene_8841,HDAC3
Gene_8842,PROM1
Gene_8843,HCAR3
Gene_8844,KSR1
Gene_8846,ALKBH1
Gene_8848,TSC22D1
Gene_8850,KAT2B
Gene_8851,CDK5R1
Gene_8852,AKAP4
Gene_8853,ASAP2
Gene_8854,ALDH1A2
Gene_8856,NR1I2
Gene_8857,FCGBP
Gene_8858,PROZ
Gene_8859,STK19
Gene_8861,LDB1
Gene_8862,APLN
Gene_8863,PER3
Gene_8864,PER2
Gene_8867,SYNJ1
Gene_8869,ST3GAL5
Gene_8870,IER3
Gene_8871,SYNJ2
Gene_8872,CDC123
Gene_8874,ARHGEF7
Gene_8875,VNN2
Gene_8876,VNN1
Gene_8877,SPHK1
Gene_8878,SQSTM1
Gene_8879,SGPL1
Gene_8880,FUBP1
Gene_8881,CDC16
Gene_8882,ZPR1
Gene_8883,NAE1
Gene_8884,SLC5A6
Gene_8886,DDX18
Gene_8887,TAX1BP1
Gene_8888,MCM3AP
Gene_8890,EIF2B4
Gene_8891,EIF2B3
Gene_8892,EIF2B2
Gene_8893,EIF2B5
Gene_8894,EIF2S2
Gene_8895,CPNE3
Gene_8896,BUD31
Gene_8897,MTMR3
Gene_8898,MTMR2
Gene_8899,PRPF4B
Gene_8900,CCNA1
Gene_8904,CPNE1
Gene_8905,AP1S2
Gene_8906,AP1G2
Gene_8907,AP1M1
Gene_8908,GYG2
Gene_8909,ENDOU
Gene_8910,SGCE
Gene_8911,CACNA1I
Gene_8912,CACNA1H
Gene_8913,CACNA1G
Gene_8914,TIMELESS
Gene_8915,BCL10
Gene_8916,HERC3
Gene_8924,HERC2
Gene_8925,HERC1
Gene_8926,SNURF
Gene_8927,BSN
Gene_8928,FOXH1
Gene_8929,PHOX2B
Gene_8930,MBD4
Gene_8932,MBD2
Gene_8933,RTL8C
Gene_8934,RAB29
Gene_8935,SKAP2
Gene_8936,WASF1
Gene_8938,BAIAP3
Gene_8939,FUBP3
Gene_8940,TOP3B
Gene_8941,CDK5R2
Gene_8942,KYNU
Gene_8943,AP3D1
Gene_8944,SNORD73A
Gene_8945,BTRC
Gene_8968,H3C7
Gene_8969,H2AC11
Gene_8970,H2BC11
Gene_8971,H1-10
Gene_8972,MGAM
Gene_8973,CHRNA6
Gene_8974,P4HA2
Gene_8975,USP13
Gene_8976,WASL
Gene_8985,PLOD3
Gene_8986,RPS6KA4
Gene_8987,STBD1
Gene_8988,HSPB3
Gene_8989,TRPA1
Gene_8991,SELENBP1
Gene_8992,ATP6V0E1
Gene_8993,PGLYRP1
Gene_8994,LIMD1
Gene_8995,TNFSF18
Gene_8996,NOL3
Gene_8997,KALRN
Gene_8999,CDKL2
Gene_9001,HAP1
Gene_9002,F2RL3
Gene_9013,TAF1C
Gene_9014,TAF1B
Gene_9015,TAF1A
Gene_9016,SLC25A14
Gene_9019,MPZL1
Gene_9020,MAP3K14
Gene_9021,SOCS3
Gene_9022,CLIC3
Gene_9023,CH25H
Gene_9024,BRSK2
Gene_9025,RNF8
Gene_9026,HIP1R
Gene_9027,NAT8
Gene_9028,RHBDL1
Gene_9031,BAZ1B
Gene_9032,TM4SF5
Gene_9033,PKD2L1
Gene_9034,CCRL2
Gene_9037,SEMA5A
Gene_9038,TAAR5
Gene_9039,UBA3
Gene_9040,UBE2M
Gene_9043,SPAG9
Gene_9044,BTAF1
Gene_9045,RPL14
Gene_9046,DOK2
Gene_9047,SH2D2A
Gene_9048,ARTN
Gene_9049,AIP
Gene_9050,PSTPIP2
Gene_9051,PSTPIP1
Gene_9052,GPRC5A
Gene_9053,MAP7
Gene_9054,NFS1
Gene_9055,PRC1
Gene_9056,SLC7A7
Gene_9057,SLC7A6
