concept,symbol
Gene_200933,FBXO45
Gene_200942,KLHDC8B
Gene_200958,MUC20
Gene_200959,GABRR3
Gene_201134,CEP112
Gene_201140,DHRS7C
Gene_201161,CENPV
Gene_201163,FLCN
Gene_201164,PLD6
Gene_201176,ARHGAP27
Gene_201191,SAMD14
Gene_201229,LYRM9
Gene_201232,SLC16A13
Gene_201254,CENPX
Gene_201255,LRRC45
Gene_201266,SLC39A11
Gene_201292,TRIM65
Gene_201294,UNC13D
Gene_201299,RDM1
Gene_201305,SPNS3
Gene_201456,FBXO15
Gene_201475,RAB12
Gene_201501,ZBTB7C
Gene_201514,ZNF584
Gene_201516,ZSCAN4
Gene_201562,HACD2
Gene_201595,STT3B
Gene_201625,DNAH12
Gene_201626,PDE12
Gene_201627,DENND6A
Gene_201633,TIGIT
Gene_201725,C4orf46
Gene_201780,SLC10A4
Gene_201799,TMEM154
Gene_201895,SMIM14
Gene_201931,TMEM192
Gene_201965,RWDD4
Gene_201973,PRIMPOL
Gene_202018,TAPT1
Gene_202051,SPATA24
Gene_202151,RANBP3L
Gene_202243,CCDC125
Gene_202309,GAPT
Gene_202333,CMYA5
Gene_202374,STK32A
Gene_202500,TCTE1
Gene_202559,KHDRBS2
Gene_202658,TRIM39-RPP21
Gene_202915,TMEM184A
Gene_203062,TSNARE1
Gene_203068,TUBB
Gene_203074,PRSS55
Gene_203100,HTRA4
Gene_203102,ADAM32
Gene_203190,LGI3
Gene_203197,TMEM268
Gene_203228,C9orf72
Gene_203238,CCDC171
Gene_203245,NAIF1
Gene_203286,ANKS6
Gene_203328,SUSD3
Gene_203413,CT83
Gene_203427,SLC25A43
Gene_203430,RTL3
Gene_203447,NRK
Gene_203522,INTS6L
Gene_203523,ZNF449
Gene_203547,VMA21
Gene_203562,TMEM31
Gene_203569,PAGE2
Gene_203859,ANO5
Gene_204219,CERS3
Gene_204474,PDILT
Gene_204801,NLRP11
Gene_204851,HIPK1
Gene_204962,SLC44A5
Gene_205147,AMER3
Gene_205428,DIPK2A
Gene_205564,SENP5
Gene_205717,USF3
Gene_205860,TRIML2
Gene_206338,LVRN
Gene_206358,SLC36A1
Gene_207063,DHRSX
Gene_219285,SAMD9L
Gene_219287,AMER2
Gene_219293,ATAD3C
Gene_219333,USP12
Gene_219348,PLAC9
Gene_219402,MTIF3
Gene_219409,GSX1
Gene_219432,OR4C6
Gene_219493,OR5AR1
Gene_219527,LRRC55
Gene_219537,SMTNL1
Gene_219539,YPEL4
Gene_219541,MED19
Gene_219578,ZNF804B
Gene_219621,CABCOCO1
Gene_219623,TMEM26
Gene_219654,ZCCHC24
Gene_219670,ENKUR
Gene_219681,ARMC3
Gene_219699,UNC5B
Gene_219736,STOX1
Gene_219743,TYSND1
Gene_219749,ZNF25
Gene_219770,GJD4
Gene_219771,CCNY
Gene_219790,RTKN2
Gene_219793,TBATA
Gene_219844,HYLS1
Gene_219854,TMEM218
Gene_219855,SLC37A2
Gene_219870,OR10G9
Gene_219899,TBCEL
Gene_219902,TLCD5
Gene_219927,MRPL21
Gene_219931,TPCN2
Gene_219938,SPATA19
Gene_219970,GLYATL2
Gene_219972,MPEG1
Gene_219988,PATL1
Gene_219995,MS4A15
Gene_220001,VWCE
Gene_220002,CYB561A3
Gene_220032,GDPD4
Gene_220042,DDIAS
Gene_220047,CCDC83
Gene_220064,LTO1
Gene_220074,LRTOMT
Gene_220082,CBY2
Gene_220107,DLEU7
Gene_220134,SKA1
Gene_220136,CFAP53
Gene_220164,DOK6
Gene_220202,ATOH7
Gene_220213,OTUD1
Gene_220296,HEPACAM
Gene_220323,OAF
Gene_220441,RNF152
Gene_220929,ZNF438
Gene_220963,SLC16A9
Gene_220965,FAM13C
Gene_220972,MARCHF8
Gene_220988,HNRNPA3
Gene_221002,RASGEF1A
Gene_221035,REEP3
Gene_221037,JMJD1C
Gene_221044,UCMA
Gene_221061,FAM171A1
Gene_221074,SLC39A12
Gene_221078,NSUN6
Gene_221079,ARL5B
Gene_221092,HNRNPUL2
Gene_221120,ALKBH3
Gene_221143,EEF1AKMT1
Gene_221150,SKA3
Gene_221154,MICU2
Gene_221178,SPATA13
Gene_221184,CPNE2
Gene_221188,ADGRG5
Gene_221223,CES5A
Gene_221264,AK9
Gene_221294,NT5DC1
Gene_221302,ZUP1
Gene_221303,FAM162B
Gene_221322,TBC1D32
Gene_221336,BEND6
Gene_221357,GSTA5
Gene_221391,OPN5
Gene_221393,ADGRF4
Gene_221395,ADGRF5
Gene_221400,TDRD6
Gene_221409,SPATS1
Gene_221421,RSPH9
Gene_221443,OARD1
Gene_221458,KIF6
Gene_221468,TMEM217
Gene_221472,FGD2
Gene_221476,PI16
Gene_221477,C6orf89
Gene_221481,ARMC12
Gene_221496,LEMD2
Gene_221504,ZBTB9
Gene_221527,ZBTB12
Gene_221545,C6orf136
Gene_221613,H2AC1
Gene_221656,KDM1B
Gene_221662,RBM24
Gene_221687,RNF182
Gene_221692,PHACTR1
Gene_221711,SYCP2L
Gene_221785,ZSCAN25
Gene_221823,PRPS1L1
Gene_221830,POLR1F
Gene_221833,SP8
Gene_221895,JAZF1
Gene_221908,PPP1R35
Gene_221914,GPC2
Gene_221927,BRAT1
Gene_221935,SDK1
Gene_221937,FOXK1
Gene_221938,MMD2
Gene_221955,DAGLB
Gene_221981,THSD7A
Gene_222008,VSTM2A
Gene_222068,TMED4
Gene_222166,MTURN
Gene_222171,PRR15
Gene_222183,SRRM3
Gene_222229,LRWD1
Gene_222235,FBXL13
Gene_222236,NAPEPLD
Gene_222255,ATXN7L1
Gene_222256,CDHR3
Gene_222484,LNX2
Gene_222487,ADGRG3
Gene_222537,HS3ST5
Gene_222545,GPRC6A
Gene_222546,RFX6
Gene_222553,SLC35F1
Gene_222584,FAM83B
Gene_222642,TSPO2
Gene_222643,UNC5CL
Gene_222658,KCTD20
Gene_222659,PXT1
Gene_222662,LHFPL5
Gene_222663,SCUBE3
Gene_222696,ZSCAN23
Gene_222698,NKAPL
Gene_222894,FERD3L
Gene_222962,SLC29A4
Gene_223082,ZNRF2
Gene_223117,SEMA3D
Gene_225689,MAPK15
Gene_245711,SPDYA
Gene_245802,MS4A6E
Gene_245806,VGLL2
Gene_245812,CNPY4
Gene_245908,DEFB105A
Gene_245909,DEFB106A
Gene_245910,DEFB107A
Gene_245911,DEFB108B
Gene_245928,DEFB114
Gene_245932,DEFB119
Gene_245936,DEFB123
Gene_245937,DEFB124
Gene_245939,DEFB128
Gene_245972,ATP6V0D2
Gene_245973,ATP6V1C2
Gene_246100,CTAG1A
Gene_246175,CNOT6L
Gene_246176,GAS2L2
Gene_246181,AKR7L
Gene_246184,CDC26
Gene_246213,SLC17A8
Gene_246243,RNASEH1
Gene_246269,AFG1L
Gene_246329,STAC3
Gene_246330,PELI3
Gene_246721,POLR2J2
Gene_246744,STH
Gene_246777,SPESP1
Gene_246778,IL27
Gene_252839,TMEM9
Gene_252884,ZNF396
Gene_252969,NEIL2
Gene_252983,STXBP4
Gene_252995,FNDC5
Gene_253012,HEPACAM2
Gene_253017,TECRL
Gene_253143,PRR14L
Gene_253152,EPHX4
Gene_253175,CDY1B
Gene_253190,SERHL2
Gene_253260,RICTOR
Gene_253430,IPMK
Gene_253461,ZBTB38
Gene_253512,SLC25A30
Gene_253558,LCLAT1
Gene_253559,CADM2
Gene_253650,ANKRD18A
Gene_253714,MMS22L
Gene_253725,WASHC2C
Gene_253738,EBF3
Gene_253769,WDR27
Gene_253782,CERS6
Gene_253827,MSRB3
Gene_253832,ZDHHC20
Gene_253935,ANGPTL5
Gene_253943,YTHDF3
Gene_253959,RALGAPA1
Gene_253980,KCTD13
Gene_254013,ETFBKMT
Gene_254042,METAP1D
Gene_254048,UBN2
Gene_254065,BRWD3
Gene_254102,EHBP1L1
Gene_254122,SNX32
Gene_254170,FBXO33
Gene_254173,TTLL10
Gene_254225,RNF169
Gene_254240,BPIFC
Gene_254251,LCORL
Gene_254263,CNIH2
Gene_254268,AKNAD1
Gene_254295,PHYHD1
Gene_254394,MCM9
Gene_254427,PROSER2
Gene_254428,SLC41A1
Gene_254528,MEIOB
Gene_254531,LPCAT4
Gene_254773,LYG2
Gene_254778,VXN
Gene_254786,OR6C3
Gene_254827,NAALADL2
Gene_254863,TMEM256
Gene_254887,ZDHHC23
Gene_254910,LCE5A
Gene_254956,MORN5
Gene_254973,OR1L4
Gene_255022,CALHM1
Gene_255027,MPV17L
Gene_255043,TMEM86B
Gene_255057,CBARP
Gene_255061,TAC4
Gene_255101,CFAP65
Gene_255189,PLA2G4F
Gene_255220,TXNDC8
Gene_255231,MCOLN2
Gene_255239,ANKK1
Gene_255324,EPGN
Gene_255374,MBLAC1
Gene_255403,ZNF718
Gene_255488,RNF144B
Gene_255520,ELMOD2
Gene_255626,H2BC1
Gene_255631,COL24A1
Gene_255649,OOSP1
Gene_255738,PCSK9
Gene_255743,NPNT
Gene_255758,DYNLT2B
Gene_255783,INAFM1
Gene_255877,BCL6B
Gene_255919,CNEP1R1
Gene_255928,SYT14
Gene_255967,PAN3
Gene_256006,ANKRD31
Gene_256076,COL6A5
Gene_256126,SYCE2
Gene_256130,TMEM196
Gene_256148,OR4S1
Gene_256227,STEAP1B
Gene_256281,NUDT14
Gene_256297,PTF1A
Gene_256309,CCDC110
Gene_256356,GK5
Gene_256364,EML3
Gene_256380,SCML4
Gene_256394,SERPINA11
Gene_256435,ST6GALNAC3
Gene_256471,MFSD8
Gene_256536,TCERG1L
Gene_256646,NUTM1
Gene_256691,MAMDC2
Gene_256710,GLIPR1L1
Gene_256764,WDR72
Gene_256815,C10orf67
Gene_256933,NPB
Gene_256949,KANK3
Gene_256979,SUN3
Gene_256987,SERINC5
Gene_257000,TINCR
Gene_257019,FRMD3
Gene_257062,CATSPERD
Gene_257068,PLCXD2
Gene_257101,ZNF683
Gene_257106,ARHGAP30
Gene_257144,GCSAM
Gene_257177,CFAP126
Gene_257194,NEGR1
Gene_257202,GPX6
Gene_257218,SHPRH
Gene_257240,KLHL34
Gene_257313,UTS2B
Gene_257364,SNX33
Gene_257397,TAB3
Gene_257629,ANKS4B
Gene_258010,SVIP
Gene_259173,ALS2CL
Gene_259197,NCR3
Gene_259215,LY6G6F
Gene_259217,HSPA12A
Gene_259230,SGMS1
Gene_259232,NALCN
Gene_259236,TMIE
Gene_259249,MRGPRX1
Gene_259266,ASPM
Gene_259282,BOD1L1
Gene_259285,TAS2R39
Gene_259286,TAS2R40
Gene_259287,TAS2R41
Gene_259289,TAS2R43
Gene_259290,TAS2R31
Gene_259291,TAS2R45
Gene_259292,TAS2R46
Gene_259293,TAS2R30
Gene_259294,TAS2R19
Gene_259295,TAS2R20
Gene_259296,TAS2R50
Gene_259307,IL4I1
Gene_260293,CYP4X1
Gene_260425,MAGI3
Gene_260429,PRSS33
Gene_260434,PYDC1
Gene_260436,FDCSP
Gene_261726,TIPRL
Gene_261729,STEAP2
Gene_261734,NPHP4
Gene_266629,SEC14L3
Gene_266655,BRD3OS
Gene_266675,BEST4
Gene_266722,HS6ST3
Gene_266727,MDGA1
Gene_266740,MAGEA2B
Gene_266743,NPAS4
Gene_266747,RGL4
Gene_266812,NAP1L5
Gene_266977,ADGRF1
Gene_267004,PGBD3
Gene_267012,DAOA
Gene_280636,SELENOH
Gene_280658,SSX7
Gene_282616,IFNL2
Gene_282617,IFNL3
Gene_282618,IFNL1
Gene_282679,AQP11
Gene_282763,OR51B5
Gene_282808,RAB40AL
Gene_282809,POC1B
Gene_282890,ZNF311
Gene_282966,C10orf53
Gene_282969,FUOM
Gene_282973,JAKMIP3
Gene_282974,STK32C
Gene_282991,BLOC1S2
Gene_282996,RBM20
Gene_283008,NUTM2E
Gene_283078,MKX
Gene_283092,OR4C13
Gene_283093,OR4C12
Gene_283106,CSNK2A3
Gene_283111,OR51V1
Gene_283130,SLC25A45
Gene_283149,BCL9L
Gene_283150,FOXR1
Gene_283159,OR8D1
Gene_283160,OR8D2
Gene_283208,P4HA3
Gene_283209,PGM2L1
Gene_283212,KLHL35
Gene_283219,KCTD21
Gene_283234,CCDC88B
Gene_283238,SLC22A24
Gene_283248,RCOR2
Gene_283254,HARBI1
Gene_283297,OR10A4
Gene_283298,OLFML1
Gene_283310,OTOGL
Gene_283316,CD163L1
Gene_283337,ZNF740
Gene_283349,RASSF3
Gene_283358,B4GALNT3
Gene_283373,ANKRD52
Gene_283375,SLC39A5
Gene_283377,SPRYD4
Gene_283383,ADGRD1
Gene_283385,MORN3
Gene_283417,DPY19L2
Gene_283420,CLEC9A
Gene_283431,GAS2L3
Gene_283446,MYO1H
Gene_283450,HECTD4
Gene_283455,KSR2
Gene_283459,GATC
Gene_283463,MUC19
Gene_283464,GXYLT1
Gene_283471,TMPRSS12
Gene_283489,CHAMP1
Gene_283514,SIAH3
Gene_283518,KCNRG
Gene_283537,SLC46A3
Gene_283571,PROX2
Gene_283576,ZDHHC22
Gene_283600,SLC25A47
Gene_283629,TSSK4
Gene_283635,FAM177A1
Gene_283638,CEP170B
Gene_283643,TEDC1
Gene_283652,SLC24A5
Gene_283659,PRTG
Gene_283677,REC114
Gene_283685,GOLGA6L2
Gene_283694,OR4N4
Gene_283742,FAM98B
Gene_283748,PLA2G4D
Gene_283807,FBXL22
Gene_283820,NOMO2
Gene_283847,TERB1
Gene_283848,CES4A
Gene_283849,EXOC3L1
Gene_283869,NPW
Gene_283871,PGP
Gene_283875,GREP1
Gene_283899,INO80E
Gene_283927,NUDT7
Gene_283953,TMEM114
Gene_283971,CLEC18C
Gene_283985,FADS6
Gene_283987,HID1
Gene_283989,TSEN54
Gene_284001,CCDC57
Gene_284004,HEXD
Gene_284013,VMO1
Gene_284021,MILR1
Gene_284058,KANSL1
Gene_284076,TTLL6
Gene_284086,NEK8
Gene_284098,PIGW
Gene_284106,CISD3
Gene_284110,GSDMA
Gene_284111,SLC13A5
Gene_284114,TMEM102
Gene_284119,CAVIN1
Gene_284129,SLC26A11
Gene_284131,ENDOV
Gene_284161,GDPD1
Gene_284184,NDUFAF8
Gene_284207,METRNL
Gene_284217,LAMA1
Gene_284252,KCTD1
Gene_284254,DYNAP
Gene_284266,SIGLEC15
Gene_284273,PTGR3
Gene_284274,SMIM21
Gene_284293,HMSD
Gene_284297,SSC5D
Gene_284307,ZIK1
Gene_284312,ZSCAN1
Gene_284340,CXCL17
Gene_284348,LYPD5
Gene_284349,ZNF283
Gene_284353,NKPD1
Gene_284355,TPRX1
Gene_284358,MAMSTR
Gene_284359,IZUMO1
Gene_284361,EMC10
Gene_284366,KLK9
Gene_284369,SIGLECL1
Gene_284370,ZNF615
Gene_284382,ACTL9
Gene_284383,OR2Z1
Gene_284390,ZNF763
Gene_284402,SCGB2B2
Gene_284403,WDR62
Gene_284406,ZFP82
Gene_284415,VSTM1
Gene_284417,TMEM150B
Gene_284422,SMIM24
Gene_284427,SLC25A41
Gene_284434,NWD1
Gene_284439,SLC25A42
Gene_284443,ZNF493
Gene_284451,CIMAP1D
Gene_284459,ZNF875
Gene_284467,TAFA3
Gene_284486,THEM5
Gene_284521,OR2L13
Gene_284525,SLC9C2
Gene_284541,CYP4A22
Gene_284612,SYPL2
Gene_284654,RSPO1
Gene_284656,EPHA10
Gene_284695,ZNF326
Gene_284697,BTBD8
Gene_284716,RIMKLA
Gene_284723,SLC25A34
Gene_284739,C20orf204
Gene_284904,SEC14L4
Gene_284948,SH2D6
Gene_284996,RNF149
Gene_285016,ALKAL2
Gene_285025,CCDC141
Gene_285093,RTP5
Gene_285148,IAH1
Gene_285175,UNC80
Gene_285180,RUFY4
Gene_285190,RGPD4
Gene_285193,DUSP28
Gene_285195,SLC9A9
Gene_285203,EOGT
Gene_285220,EPHA6
Gene_285231,FBXW12
Gene_285237,C3orf38
Gene_285242,HTR3E
Gene_285268,ZNF621
Gene_285282,RABL3
Gene_285313,IGSF10
Gene_285315,C3orf33
Gene_285331,CCDC66
Gene_285335,SLC9C1
Gene_285343,TCAIM
Gene_285346,ZNF852
Gene_285349,ZNF660
Gene_285362,SUMF1
Gene_285367,RPUSD3
Gene_285368,PRRT3
Gene_285381,DPH3
Gene_285386,TPRG1
Gene_285440,CYP4V2
Gene_285489,DOK7
Gene_285498,RNF212
Gene_285513,GPRIN3
Gene_285521,COX18
Gene_285525,YIPF7
Gene_285527,FRYL
Gene_285590,SH3PXD2B
Gene_285598,ARL10
Gene_285600,C5orf36
Gene_285601,GPR150
Gene_285605,DTWD2
Gene_285613,RELL2
Gene_285641,SLC36A3
Gene_285643,KIF4B
Gene_285671,RNF180
Gene_285672,SREK1IP1
Gene_285704,RGMB
Gene_285753,CEP57L1
Gene_285755,PPIL6
Gene_285761,DCBLD1
Gene_285782,CAGE1
Gene_285800,PRR18
Gene_285848,PNPLA1
Gene_285852,TREML4
Gene_285888,CNPY1
Gene_285955,SPDYE1
Gene_285966,TCAF2
Gene_285973,ATG9B
Gene_286046,XKR6
Gene_286053,NSMCE2
Gene_286077,FAM83H
Gene_286097,MICU3
Gene_286133,SCARA5
Gene_286144,TRIQK
Gene_286151,FBXO43
Gene_286187,PPP1R42
Gene_286204,CRB2
Gene_286205,SCAI
Gene_286256,LCN12
Gene_286257,PAXX
Gene_286262,TPRN
Gene_286319,TUSC1
Gene_286336,FAM78A
Gene_286380,FOXD4L3
Gene_286410,ATP11C
Gene_286430,NLRP2B
Gene_286451,YIPF6
Gene_286464,CFAP47
Gene_286499,FAM133A
Gene_286527,TMSB15B
Gene_286530,P2RY8
Gene_286676,ILDR1
Gene_286753,TRARG1
Gene_286826,LIN9
Gene_286827,TRIM59
Gene_286887,KRT6C
Gene_287015,TRIM42
Gene_317649,EIF4E3
Gene_317701,VN1R2
Gene_317703,VN1R4
Gene_317705,VN1R5
Gene_317719,KLHL10
Gene_317749,DHRS4L2
Gene_317754,POTED
Gene_317761,C14orf39
Gene_317772,H2AC21
Gene_317781,DDX51
Gene_319089,TTC6
Gene_319100,TAAR6
Gene_319101,KRT73
Gene_326340,ZAR1
Gene_326624,RAB37
Gene_326625,MMAB
Gene_327657,SERPINA9
Gene_333926,PPM1J
Gene_333929,SNAI3
Gene_333932,H3C15
Gene_337867,UBAC2
Gene_337876,CHSY3
Gene_337879,KRTAP8-1
Gene_337880,KRTAP11-1
Gene_337966,KRTAP6-1
Gene_337968,KRTAP6-3
Gene_337975,KRTAP20-1
Gene_337976,KRTAP20-2
Gene_337979,KRTAP22-1
Gene_338321,NLRP9
Gene_338322,NLRP10
Gene_338323,NLRP14
Gene_338324,S100A7A
Gene_338328,GPIHBP1
Gene_338339,CLEC4D
Gene_338376,IFNE
Gene_338382,RAB7B
Gene_338398,TAS2R60
Gene_338427,SNORD108
Gene_338428,SNORD109A
Gene_338429,SNORD109B
Gene_338440,ANO9
Gene_338442,HCAR2
Gene_338557,FFAR4
Gene_338567,KCNK18
Gene_338596,ST8SIA6
Gene_338599,DUSP29
Gene_338645,LUZP2
Gene_338661,TMEM225
Gene_338699,ANKRD42
Gene_338707,B4GALNT4
Gene_338761,C1QL4
Gene_338773,TMEM119
Gene_338785,KRT79
Gene_338811,TAFA2
Gene_338872,C1QTNF9
Gene_338879,RNASE10
Gene_338917,VSX2
Gene_339105,PRSS53
Gene_339122,RAB43
Gene_339123,JMJD8
Gene_339145,CIBAR2
Gene_339168,TMEM95
Gene_339210,C17orf67
Gene_339221,ENPP7
Gene_339230,CCDC137
Gene_339287,MSL1
Gene_339302,CPLX4
Gene_339318,ZNF181
Gene_339344,MYPOP
Gene_339345,NANOS2
Gene_339366,ADAMTSL5
Gene_339390,CLEC4G
Gene_339398,LINGO4
Gene_339403,RXFP4
Gene_339451,KLHL17
Gene_339453,TMEM240
Gene_339479,BRINP3
Gene_339487,ZBTB8OS
Gene_339488,TFAP2E
Gene_339512,CCDC190
Gene_339541,ARMH1
Gene_339559,ZFP69
Gene_339669,CIMIP4
Gene_339745,SPOPL
Gene_339761,CYP27C1
Gene_339804,C2orf74
Gene_339829,CCDC39
Gene_339834,IHO1
Gene_339855,KY
Gene_339896,GADL1
Gene_339965,CCDC158
Gene_339967,TMPRSS11A
Gene_339983,NAT8L
Gene_340024,SLC6A19
Gene_340061,STING1
Gene_340069,FAM170A
Gene_340075,ARSI
Gene_340120,ANKRD34B
Gene_340146,SLC35D3
Gene_340152,ZC3H12D
Gene_340156,MYLK4
Gene_340168,DPPA5
Gene_340204,CLPSL1
Gene_340205,TREML1
Gene_340260,UNCX
Gene_340267,COL28A1
Gene_340273,ABCB5
Gene_340348,TSPAN33
Gene_340351,AGBL3
Gene_340371,NRBP2
Gene_340385,ZNF517
Gene_340419,RSPO2
Gene_340441,POTEA
Gene_340481,ZDHHC21
Gene_340485,ACER2
Gene_340526,RTL5
Gene_340533,NEXMIF
Gene_340542,BEX5
Gene_340547,VSIG1
Gene_340554,ZC3H12B
Gene_340595,RTL4
Gene_340596,LHFPL1
Gene_340602,EZHIP
Gene_340654,LIPM
Gene_340665,CYP26C1
Gene_340706,VWA2
Gene_340719,NANOS1
Gene_340784,HMX3
Gene_340811,AKR1C8
Gene_340895,MALRD1
Gene_340900,EBLN1
Gene_340990,OTOG
Gene_341019,DCDC1
Gene_341032,POU2AF2
Gene_341116,MS4A10
Gene_341152,OR2AT4
Gene_341208,HEPHL1
Gene_341277,OVCH2
Gene_341346,SMCO2
Gene_341350,OVCH1
Gene_341359,SYT10
Gene_341392,ACSM4
Gene_341405,ANKRD33
Gene_341416,OR6C2
Gene_341567,H1-7
Gene_341640,FREM2
Gene_341676,NEK5
Gene_341947,COX8C
Gene_342035,GLDN
Gene_342096,GOLGA6A
Gene_342125,TMC3
Gene_342184,FMN1
Gene_342371,ATXN1L
Gene_342372,PKD1L3
Gene_342510,CD300E
Gene_342527,SMTNL2
Gene_342538,NACA2
Gene_342574,KRT27
Gene_342618,SLFN14
Gene_342667,STAC2
Gene_342865,VSTM2B
Gene_342897,NCCRP1
Gene_342898,SYCN
Gene_342900,LEUTX
Gene_342908,ZNF404
Gene_342909,ZNF284
Gene_342926,ZNF677
Gene_342931,RFPL4A
Gene_342933,ZSCAN5B
Gene_342977,NANOS3
Gene_342979,PALM3
Gene_343035,RD3
Gene_343069,HNRNPCL1
Gene_343169,OR6F1
Gene_343170,OR14K1
Gene_343171,OR2W3
Gene_343173,OR2T3
Gene_343263,MYBPHL
Gene_343406,OR10R2
Gene_343413,FCRL6
Gene_343450,KCNT2
Gene_343472,BARHL2
Gene_343521,DYNLT4
Gene_343637,RSPO4
Gene_343641,TGM6
Gene_343930,MSGN1
Gene_344018,FIGLA
Gene_344022,NOTO
Gene_344148,NCKAP5
Gene_344167,FOXI3
Gene_344191,EVX2
Gene_344387,CDKL4
Gene_344558,SH3RF3
Gene_344561,GPR148
Gene_344758,GPR149
Gene_344787,ZNF860
Gene_344805,TMPRSS7
Gene_344807,CD200R1L
Gene_344838,PAQR9
Gene_344892,RTP2
Gene_344901,OSTN
Gene_344905,ATP13A5
Gene_345079,SOWAHB
Gene_345193,LRIT3
Gene_345274,SLC10A6
Gene_345275,HSD17B13
Gene_345456,PFN3
Gene_345557,PLCXD3
Gene_345611,IRGM
Gene_345643,MCIDAS
Gene_345651,ACTBL2
Gene_345778,MTX3
Gene_345895,RSPH4A
Gene_346007,EYS
Gene_346157,ZNF391
Gene_346171,ZFP57
Gene_346288,SEPTIN14
Gene_346389,MACC1
Gene_346562,GNAT3
Gene_346606,MOGAT3
Gene_346673,STRA8
Gene_346689,KLRG2
Gene_347051,SLC10A5
Gene_347088,ADGRD2
Gene_347148,QRFP
Gene_347168,OR1J1
Gene_347169,OR1B1
Gene_347240,KIF24
Gene_347252,IGFBPL1
Gene_347273,CAVIN4
Gene_347344,ZNF81
Gene_347411,MPC1L
Gene_347468,OR13H1
Gene_347487,CXorf66
Gene_347516,DGAT2L6
Gene_347517,RAB41
Gene_347527,ARSH
Gene_347541,MAGEB5
Gene_347686,SNORD64
Gene_347688,TUBB8
Gene_347730,LRRTM1
Gene_347731,LRRTM3
Gene_347732,CATSPER3
Gene_347733,TUBB2B
Gene_347734,SLC35B2
Gene_347735,SERINC2
Gene_347736,NME9
Gene_347853,TBX10
Gene_347902,AMIGO2
Gene_348013,TMEM255B
Gene_348093,RBPMS2
Gene_348094,ANKDD1A
Gene_348110,ARPIN
Gene_348158,ACSM2B
Gene_348174,CLEC18A
Gene_348180,CTU2
Gene_348235,SKA2
Gene_348262,MCRIP1
Gene_348303,SELENOV
Gene_348654,GEN1
Gene_348751,FTCDNL1
Gene_348801,LNP1
Gene_348807,CFAP100
Gene_348932,SLC6A18
Gene_348938,NIPAL4
Gene_348980,HCN1
Gene_348995,NUP43
Gene_349075,ZNF713
Gene_349136,WDR86
Gene_349149,GJC3
Gene_349334,FOXD4L4
Gene_349565,NMNAT3
Gene_349633,PLET1
Gene_349667,RTN4RL2
Gene_350383,GPR142
Gene_352909,DNAAF3
Gene_352999,C6orf58
Gene_353088,ZNF429
Gene_353091,RAET1G
Gene_353116,RILPL1
Gene_353131,LCE1A
Gene_353132,LCE1B
Gene_353133,LCE1C
Gene_353134,LCE1D
Gene_353135,LCE1E
Gene_353137,LCE1F
Gene_353142,LCE3A
Gene_353143,LCE3B
Gene_353144,LCE3C
Gene_353145,LCE3E
Gene_353164,TAS2R42
Gene_353174,ZACN
Gene_353189,SLCO4C1
Gene_353238,PADI6
Gene_353274,ZNF445
Gene_353288,KRT26
Gene_353299,RGSL1
Gene_353322,ANKRD37
Gene_353324,SPATA12
Gene_353332,KRTAP12-1
Gene_353345,GPR141
Gene_353355,ZNF233
Gene_353376,TICAM2
Gene_353497,POLN
Gene_353500,BMP8A
Gene_353514,LILRA5
Gene_359710,BPIFB3
Gene_359787,DPPA3
Gene_359845,RFLNB
Gene_359948,IRF2BP2
Gene_360023,ZBTB41
Gene_360030,NANOGNB
Gene_360200,TMPRSS9
Gene_360203,GLT6D1
Gene_360205,PRAC2
Gene_373156,GSTK1
Gene_373509,USP50
Gene_373863,DND1
Gene_374286,FBXW10B
Gene_374291,NDUFS7
Gene_374308,PTCHD3
Gene_374354,NHLRC2
Gene_374378,GALNT18
Gene_374383,NCR3LG1
Gene_374393,FAM111B
Gene_374403,TBC1D10C
Gene_374407,DNAJB13
Gene_374454,KRT77
Gene_374462,PTPRQ
Gene_374470,C12orf42
Gene_374569,ASPG
Gene_374654,KIF7
Gene_374659,HDDC3
Gene_374739,SPMIP8
Gene_374768,SPEM1
Gene_374786,EFCAB5
Gene_374860,ANKRD30B
Gene_374864,CCDC178
Gene_374868,ATP9B
Gene_374872,PEAK3
Gene_374875,HSD11B1L
Gene_374879,ZNF699
Gene_374882,TMEM205
Gene_374887,YJEFN3
Gene_374897,SBSN
Gene_374907,B3GNT8
Gene_374918,IGFL1
Gene_374920,ZSWIM9
Gene_374928,ZNF773
Gene_374946,DRAXIN
Gene_374955,SPATA21
Gene_374969,SVBP
Gene_374986,MIGA1
Gene_375033,PEAR1
Gene_375035,SFT2D2
Gene_375056,MIA3
Gene_375189,PFN4
Gene_375190,FAM228B
Gene_375248,ANKRD36
Gene_375287,RBM43
Gene_375298,CERKL
Gene_375307,CATIP
Gene_375316,RBM44
Gene_375318,AQP12A
Gene_375323,LHFPL4
Gene_375337,TOPAZ1
Gene_375346,STIMATE
Gene_375387,NRROS
Gene_375449,MAST4
Gene_375484,SIMC1
Gene_375519,GJB7
Gene_375567,VWC2
Gene_375593,TRIM73
Gene_375607,NAT16
Gene_375611,SLC26A5
Gene_375612,LHFPL3
Gene_375616,KCP
Gene_375686,SPATC1
Gene_375704,ENHO
Gene_375748,ERCC6L2
Gene_375757,SWI5
Gene_375759,C9orf50
Gene_375775,PNPLA7
Gene_375790,AGRN
Gene_376132,LRRC10
Gene_376267,RAB15
